input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Chaim Topol,Topol,e23e3e0e-7327-48ce-96a3-481896b26ca1,IL,Person,"actor, singer",100,review_needed,Candidate is disambiguated and should be checked manually.,Chaim Topol,Q319133,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Chaim_Topol
"Achinoam ""Noa"" Nini",אחינועם ניני,a80ed192-a34e-4fcd-ad84-5347ddcd3acf,IL,Person,Achinoam Nini // songwriter // aka. Noa,100,review_needed,Candidate is disambiguated and should be checked manually.,"Achinoam ""Noa"" Nini",Q340527,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Noa_(singer)
Eden Golan,Eden Golan,86a4c009-aee7-47bb-b1cf-a8db9d216916,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Eden Golan,Q81436819,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Eden_Golan
Noa Kirel,Noa Kirel,76a3b9fc-ebb1-44a7-86fc-aca8650320c2,IL,Person,Israeli singer,100,auto_accept,Very high score and near-exact name match.,Noa Kirel,Q43139030,Israel,Ra'anana,Israel,https://en.wikipedia.org/wiki/Noa_Kirel
Hillel Slovak,Hillel Slovak,e9abbfc9-6140-4fdc-ba65-eb6592533134,US,Person,,100,auto_accept,Very high score and near-exact name match.,Hillel Slovak,Q186924,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Hillel_Slovak
Mira Awad,ميرا عوض,6424c7d2-95bb-48d2-b0e8-bd6d76ff1a78,IL,Person,Mira Anwar Awad,100,review_needed,Candidate is disambiguated and should be checked manually.,Mira Awad,Q236056,Israel,Rameh,London,https://en.wikipedia.org/wiki/Mira_Awad
Sarit Hadad,שרית חדד,bf77650a-a5c6-462d-8a29-b6381464ad09,IL,Person,,100,review_needed,Candidate needs manual review.,Sarit Hadad,Q466767,Israel,Afula,Israel,https://en.wikipedia.org/wiki/Sarit_Hadad
Yuval Raphael,יובל רפאל,1a9eebf6-163f-49a9-92e0-cf2aef80f738,IL,Person,,100,review_needed,Candidate needs manual review.,Yuval Raphael,Q131856689,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yuval_Raphael
Izhar Cohen,יזהר כהן,124fa000-44ae-4171-bbd0-c5d000a616a6,IL,Person,Israeli singer who won the 1978 Eurovision Song Contest,100,review_needed,Candidate is disambiguated and should be checked manually.,Izhar Cohen,Q460148,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Izhar_Cohen
Eden Alene,Eden Alene,1be7cde4-8c97-4a83-8a85-5fd251da4be8,IL,Person,Israeli singer,100,auto_accept,Very high score and near-exact name match.,Eden Alene,Q64775156,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Eden_Alene
Yasmin Levy,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Yasmin Levy,Q298202,Israel,Jerusalem,Serbia,https://en.wikipedia.org/wiki/Yasmin_Levy
Mei Finegold,מיי פיינגולד,b30079f6-123a-4c23-82b5-b7f00bb32ab3,IL,Person,,100,review_needed,Candidate needs manual review.,Mei Finegold,Q6809922,Israel,Rishon LeZion,Israel,https://en.wikipedia.org/wiki/Mei_Finegold
Bo'az Ma'uda,,,,,,,no_match,No usable result returned by MusicBrainz.,Bo'az Ma'uda,Q319142,Israel,Eliakim,Israel,https://en.wikipedia.org/wiki/Boaz_Ma%27uda
Shiri Maimon,שירי מימון,f51f06d9-450a-4633-9ca0-a438754d812b,IL,Person,,100,review_needed,Candidate needs manual review.,Shiri Maimon,Q266578,Israel,Kiryat Chaim,Israel,https://en.wikipedia.org/wiki/Shiri_Maimon
Pinchas Zukerman,Pinchas Zukerman,88b8d585-02c6-4ac7-b1ee-f160f83afa78,CA,Person,violinist/conductor,100,auto_accept,Very high score and near-exact name match.,Pinchas Zukerman,Q346204,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Pinchas_Zukerman
Ari Folman,Ari Folman,26d3d1ef-7048-423d-ac86-82dcbc810cad,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Ari Folman,Q653645,Israel,Haifa,Haifa,https://en.wikipedia.org/wiki/Ari_Folman
Gali Atari,גלי עטרי,d352aa74-3c8c-4a5c-9d17-63abe4149119,IL,Person,,100,review_needed,Candidate needs manual review.,Gali Atari,Q231654,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Gali_Atari
Moran Mazor,מורן מזור,3aa69a0f-ba79-47c1-947d-f4134af9e26a,IL,Person,,100,review_needed,Candidate needs manual review.,Moran Mazor,Q6495231,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Moran_Mazor
Imri Ziv,Imri,35e522a0-e972-410f-a66c-f794b252effd,IL,Person,singer & voice actor from Israel,100,review_needed,Candidate is disambiguated and should be checked manually.,Imri Ziv,Q28768280,Israel,Hod HaSharon,Israel,https://en.wikipedia.org/wiki/Imri_Ziv
Tali Golergant,TALI,669572e9-6104-402f-a639-13348d3650f7,LU,Person,"Golergant, Luxembourgish-Israeli singer",100,review_needed,Candidate is disambiguated and should be checked manually.,Tali Golergant,Q121306325,Israel,Jerusalem,Luxembourg,https://en.wikipedia.org/wiki/Tali_Golergant
Yitzhak Yedid,Yitzhak Yedid,1982bc14-ecc0-4fe2-b175-cbe740b4fa85,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Yitzhak Yedid,Q2006195,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Yitzhak_Yedid
Odeya Rush,Rush,534ee493-bfac-4575-a44a-0ae41e2c3fe4,CA,Group,Canadian rock trio,100,review_needed,Candidate is disambiguated and should be checked manually.,Odeya Rush,Q3647258,Israel,Haifa,Los Angeles,https://en.wikipedia.org/wiki/Odeya_Rush
Inbar Lavi,Daliah Lavi,19faa9e3-6976-4baa-8e1a-db5212b18c2c,IL,Person,,100,review_needed,Candidate needs manual review.,Inbar Lavi,Q13560257,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Inbar_Lavi
Hovi Star,Hovi Star,db0aa171-e62c-4289-ac57-62a4df81c351,,Person,ESC 2016,100,auto_accept,Very high score and near-exact name match.,Hovi Star,Q23000844,Israel,Kiryat Ata,Israel,https://en.wikipedia.org/wiki/Hovi_Star
Kobi Marimi,Kobi Marimi,10cec3ac-3803-45bd-a0e3-4c865c8394bd,IL,Person,israeli singer and actor,100,auto_accept,Very high score and near-exact name match.,Kobi Marimi,Q61711466,Israel,Ramat Gan,Tel Aviv,https://en.wikipedia.org/wiki/Kobi_Marimi
Naomi Shemer,נעמי שמר,40a0a2c6-4a92-4442-b16e-1750111818b2,IL,Person,,100,review_needed,Candidate needs manual review.,Naomi Shemer,Q238719,Israel,Kvutzat Kinneret,Israel,https://en.wikipedia.org/wiki/Naomi_Shemer
Alona Tal,Alona,a6b34d24-0518-4ee4-835f-1d0b617384fa,,,,100,review_needed,Candidate needs manual review.,Alona Tal,Q263433,Israel,Herzliya,Israel,https://en.wikipedia.org/wiki/Alona_Tal
Arik Einstein,אריק איינשטיין,d3c90d1b-f529-404b-939d-41873386d4b4,IL,Person,,100,review_needed,Candidate needs manual review.,Arik Einstein,Q509660,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Arik_Einstein
Ronit Elkabetz,Ronit,fd08429e-38f6-4416-8aaa-fbced6de3b51,,Person,Ronit Benyovits,100,review_needed,Candidate is disambiguated and should be checked manually.,Ronit Elkabetz,Q455824,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Ronit_Elkabetz
Michael Ben David,מיכאל בן דוד,c8b022c8-4089-4817-9841-e5db2b7dc313,IL,Person,,100,review_needed,Candidate needs manual review.,Michael Ben David,Q110822290,Israel,Ashkelon,Ramat Gan,https://en.wikipedia.org/wiki/Michael_Ben_David
Assi Dayan,אסי דיין,535e9aa5-9ab8-4392-96b1-8b5409f2f0a5,IL,Person,,100,review_needed,Candidate needs manual review.,Assi Dayan,Q609095,Israel,Nahalal,Israel,https://en.wikipedia.org/wiki/Assi_Dayan
Daliah Lavi,Daliah Lavi,19faa9e3-6976-4baa-8e1a-db5212b18c2c,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Daliah Lavi,Q274158,Israel,Shavei Tzion,Israel,https://en.wikipedia.org/wiki/Daliah_Lavi
Ivry Gitlis,Ivry Gitlis,46b78de7-c0e2-4fb5-9d3f-395742e83437,FR,Person,violinist,100,auto_accept,Very high score and near-exact name match.,Ivry Gitlis,Q442010,Israel,Haifa,Paris,https://en.wikipedia.org/wiki/Ivry_Gitlis
Idan Raichel,עידן רייכל,48b69932-5352-4b2e-9847-b15ec8736d1e,IL,Person,,100,review_needed,Candidate needs manual review.,Idan Raichel,Q1772804,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Idan_Raichel
Inon Zur,Inon Zur,ba23bac1-2b00-43fb-95e5-c3c0fd286e7e,US,Person,,100,auto_accept,Very high score and near-exact name match.,Inon Zur,Q933777,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Inon_Zur
Ilanit,אילנית,7cd7c71d-8890-40d3-a5d1-c0282180389c,IL,Person,,100,review_needed,Candidate needs manual review.,Ilanit,Q274743,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ilanit
Esther Ofarim,אסתר עופרים,8408d6b8-f124-46f4-9cb5-c37e03a6e08a,IL,Person,,100,review_needed,Candidate needs manual review.,Esther Ofarim,Q270374,Israel,Safed,Germany,https://en.wikipedia.org/wiki/Esther_Ofarim
Noam Bettan,נועם בתן,75606893-454b-419f-8493-8b61d536ba71,IL,Person,Israeli singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Noam Bettan,Q117355818,Israel,Ra'anana,Israel,https://en.wikipedia.org/wiki/Noam_Bettan
Avishai Cohen,Avishai Cohen,17d78170-7194-4603-8dbb-ca1108430882,IL,Person,Israeli jazz bassist,100,auto_accept,Very high score and near-exact name match.,Avishai Cohen,Q388320,Israel,Kabri,Israel,https://en.wikipedia.org/wiki/Avishai_Cohen_(bassist)
Keren Ann,Keren Ann,8bb436cd-8fbf-48c6-9fc8-a172c27e24ba,IL,Person,singer-songwriter,100,auto_accept,Very high score and near-exact name match.,Keren Ann,Q262294,Israel,Caesarea,Israel,https://en.wikipedia.org/wiki/Keren_Ann
Ivri Lider,עברי לידר,e63b8019-5fd8-460d-8d82-58af4fb9b9b0,IL,Person,,100,review_needed,Candidate needs manual review.,Ivri Lider,Q716158,Israel,Givat Haim (Ihud),Israel,https://en.wikipedia.org/wiki/Ivri_Lider
Yardena Arazi,ירדנה ארזי,05bafd96-ada9-43b0-a328-50d96fcbea22,IL,Person,,100,review_needed,Candidate needs manual review.,Yardena Arazi,Q266563,Israel,Kabri,Israel,https://en.wikipedia.org/wiki/Yardena_Arazi
Aviv Geffen,אביב גפן,3f1f9c33-b86e-44e1-a332-b215456d279c,IL,Person,,100,review_needed,Candidate needs manual review.,Aviv Geffen,Q733103,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Aviv_Geffen
Rim Banna,ريم بنا,1b803671-18dd-4ce9-b527-75872ca880a0,PS,Person,,100,review_needed,Candidate needs manual review.,Rim Banna,Q2736035,Israel,Nazareth,Occupied Palestinian territories,https://en.wikipedia.org/wiki/Rim_Banna
Asaf Avidan,Asaf Avidan,5b9890b9-a2e8-4768-ad70-9f28bb81fc00,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Asaf Avidan,Q259788,Israel,Jerusalem,Pesaro,https://en.wikipedia.org/wiki/Asaf_Avidan
Ninet Tayeb,Ninet Tayeb,0278afe6-a670-4022-acc3-09c0519dea8c,US,Person,Ninet,100,auto_accept,Very high score and near-exact name match.,Ninet Tayeb,Q444518,Israel,Kiryat Gat,Israel,https://en.wikipedia.org/wiki/Ninet_Tayeb
Tal,Tal,0c7083e0-d1fd-426a-a663-2ee49de4093e,FR,Person,Israeli-French singer,100,auto_accept,Very high score and near-exact name match.,Tal,Q453841,Israel,Pardes Hanna-Karkur,France,https://en.wikipedia.org/wiki/Tal_(singer)
Lior Narkis,ליאור נרקיס,043640c5-5728-40e5-9122-6ee30103b2a9,IL,Person,,100,review_needed,Candidate needs manual review.,Lior Narkis,Q1494846,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Lior_Narkis
Eliahu Inbal,Eliahu Inbal,a34fb252-833a-4fee-b53a-892428ad91d7,IL,Person,Israeli conductor,100,auto_accept,Very high score and near-exact name match.,Eliahu Inbal,Q695465,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Eliahu_Inbal
Hana Laszlo,חנה לסלאו,ce3d7d6e-4fcc-4894-be9c-6cca66a1110f,IL,Person,,100,review_needed,Candidate needs manual review.,Hana Laszlo,Q287420,Israel,Jaffa,Israel,https://en.wikipedia.org/wiki/Hana_Laszlo
Dafna Dekel,דפנה דקל,8320cbb1-3270-4dd5-a133-2890c44082c5,IL,Person,,100,review_needed,Candidate needs manual review.,Dafna Dekel,Q455888,Israel,Ashdod,Israel,https://en.wikipedia.org/wiki/Dafna_Dekel
Shlomo Artzi,שלמה ארצי,88f93eab-1bbb-4b02-816b-539af9ba8d4f,IL,Person,,100,review_needed,Candidate needs manual review.,Shlomo Artzi,Q966848,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Shlomo_Artzi
Yaël Abecassis,יעל אבקסיס,6550fca2-f3da-49b8-8385-8669e6543fbf,IL,Person,,100,review_needed,Candidate needs manual review.,Yaël Abecassis,Q460358,Israel,Ashkelon,Israel,https://en.wikipedia.org/wiki/Yael_Abecassis
Kamilya Jubran,Kamilya Jubran,b9b65add-f042-4a8d-bb05-4ac1317b3cd3,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Kamilya Jubran,Q1349848,Israel,Acre,France,https://en.wikipedia.org/wiki/Kamilya_Jubran
Rika Zaraï,ריקה זראי,745ff372-0333-40cf-bf44-105418ac6ce4,IL,Person,,100,review_needed,Candidate needs manual review.,Rika Zaraï,Q2029078,Israel,Jerusalem,France,https://en.wikipedia.org/wiki/Rika_Zara%C3%AF
Ishtar,Ishtar,f98c6e06-a95a-4446-918f-c363f57695f8,FR,Person,"French-Israeli vocalist, singer of Alabina",100,auto_accept,Very high score and near-exact name match.,Ishtar,Q2048477,Israel,Kiryat Ata,France,https://en.wikipedia.org/wiki/Ishtar_(singer)
Juliano Mer-Khamis,Khamis,4ea4935e-faca-4b52-8146-6b73d4d5fafe,,,,100,review_needed,Candidate needs manual review.,Juliano Mer-Khamis,Q455584,Israel,Nazareth,Palestine,https://en.wikipedia.org/wiki/Juliano_Mer-Khamis
Borgore,Borgore,215e2b5d-06f8-4c68-b33b-8fccec27a077,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Borgore,Q50674,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Borgore
